TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup,Gender_Encoded
T00017,C1434,Female,-1.6920796618163672,Delhi,Furniture,1,-0.4248802392441256,2023-09-07,Wallet,-0.94876520116577,9,3,18-25,0
T00018,C4257,Other,-0.7695704026774156,Bengaluru,Fashion,5,-0.07471004822858786,2023-08-13,Wallet,0.814845617877288,8,6,26-40,2
T00019,C9928,Male,-0.24242225459801464,Bengaluru,Electronics,2,-0.6717679092732624,2023-04-25,Wallet,-0.7387238689047516,4,1,41-60,1
T00020,C7873,Male,0.28472589348138627,Chennai,Books,1,-0.2119484665255865,2023-03-28,Card,-0.8959918781185525,3,1,41-60,1
T00021,C4611,Other,0.745980523050862,Delhi,Electronics,3,-1.6048476707873922,2023-05-28,Cash,-1.1612611065917753,5,6,41-60,2
T00022,C8359,Female,0.08704533795161094,Ahmedabad,Fashion,2,1.4186420189104025,2023-05-13,UPI,0.29745666002898663,5,5,41-60,0
T00023,C5557,Female,-1.033144476717116,Lucknow,Groceries,2,1.6846298811767504,2023-11-07,Wallet,0.42930230431970934,11,1,26-40,0
T00024,C1106,Other,0.21883237497146119,Ahmedabad,Groceries,5,-1.0792386770004336,2023-02-24,Wallet,-0.4299736300803332,2,4,41-60,2
T00025,C3615,Other,0.680087004540937,Chennai,Beauty,4,0.5181033256522619,2023-04-29,UPI,0.9833345329881718,4,5,41-60,2
T00026,C7924,Male,0.5482999675210868,Lucknow,Books,1,-0.2041669067252412,2023-12-08,Card,-0.8940632849174914,12,4,41-60,1
T00027,C6574,Male,-0.30831577310793973,Ahmedabad,Beauty,5,1.4964576169138553,2023-05-23,UPI,2.761848117675793,5,1,26-40,1
T00028,C5552,Other,-0.30831577310793973,Hyderabad,Furniture,5,-0.5012810081929703,2023-03-14,UPI,0.28623575413190383,3,1,26-40,2
T00029,C3547,Other,-1.099037995227041,Kolkata,Electronics,3,0.8668586876131915,2023-02-19,Cash,0.6765128873648144,2,6,26-40,2
T00030,C4527,Female,-0.7036768841674904,Mumbai,Beauty,4,-0.4170986794437803,2023-04-16,Wallet,0.05620718324170679,4,6,26-40,0
T00031,C6514,Female,1.3390221896401882,Bengaluru,Beauty,5,0.18349625423741475,2023-10-10,Wallet,1.1348167625987893,10,1,60+,0
T00032,C2674,Other,1.1413416341104128,Mumbai,Groceries,1,-0.13837735568595835,2023-09-18,Card,-0.877757906035793,9,0,60+,2
T00033,C2519,Female,-1.4285055877766668,Jaipur,Furniture,4,-0.5140144696844443,2023-03-28,Card,-0.03987182350206455,3,1,18-25,0
T00034,C7224,Male,-0.5718898471476402,Mumbai,Fashion,1,1.6747260777944928,2023-01-15,Card,-0.42839569018855594,1,6,26-40,1
T00035,C2584,Female,-1.6920796618163672,Bengaluru,Furniture,3,0.5959189236557147,2023-11-03,Card,0.47506256118125006,11,4,18-25,0
T00036,C6881,Other,-0.17652873608808953,Delhi,Beauty,4,-0.7934432079695705,2023-01-21,Card,-0.31688793783629576,1,5,41-60,2
T00037,C6635,Male,-1.560292624796517,Chennai,Beauty,2,0.8894959524869233,2023-10-04,Card,0.035167984684676565,10,2,18-25,1
T00038,C5333,Male,-1.099037995227041,Chennai,Fashion,4,-0.35272395745910573,2023-10-03,Cash,0.12002608553136511,10,1,26-40,1
T00039,C1711,Male,0.6141934860310119,Bengaluru,Electronics,1,0.8187544997565116,2023-04-10,Cash,-0.6405409423052772,4,0,41-60,1
T00040,C8527,Female,1.4708092266600383,Ahmedabad,Electronics,5,0.44028772764880914,2023-01-04,Wallet,1.4530346407738715,1,2,60+,0
T00041,C9785,Female,-0.9013574396972658,Mumbai,Books,3,-0.8358880796078174,2023-09-08,UPI,-0.589520885804479,9,4,26-40,0
T00042,C3045,Male,-0.8354639211873407,Hyderabad,Groceries,4,1.0804978748590348,2023-01-14,Cash,1.5408732947494728,1,5,26-40,1
T00043,C7201,Male,0.9436610785806374,Delhi,Furniture,3,-1.1528097878400618,2023-07-09,Card,-0.8251599096432175,7,6,41-60,1
T00044,C2291,Female,-0.8354639211873407,Bengaluru,Electronics,1,1.1781210796270027,2023-04-15,Card,-0.5514750017471827,4,5,26-40,0
T00045,C5803,Female,1.0754481156004876,Mumbai,Sports,1,-0.6441787427084018,2023-05-25,UPI,-1.0031164641047647,5,3,60+,0
T00046,C6925,Male,-0.9013574396972658,Ahmedabad,Beauty,1,0.9666041359630719,2023-10-20,Card,-0.6038976714851163,10,4,26-40,1
T00047,C4150,Female,-0.6377833656575653,Hyderabad,Groceries,5,-0.6236637214165824,2023-08-07,UPI,0.13457819786664435,8,0,26-40,0
T00048,C2139,Female,0.9436610785806374,Kolkata,Sports,2,-0.6753049819097829,2023-08-16,UPI,-0.7404771354511709,8,2,41-60,0
T00049,C1750,Female,-0.044741699068239285,Pune,Furniture,3,-0.6010264565428507,2023-09-24,Wallet,-0.4148955377811282,9,6,41-60,0
T00050,C4733,Female,0.3506194119913114,Chennai,Sports,2,1.6053994541186893,2023-03-06,UPI,0.3900291336799196,3,0,41-60,0
T00051,C5741,Other,-1.6920796618163672,Ahmedabad,Furniture,2,1.1469948404256216,2023-08-21,Card,0.16280578926399322,8,0,18-25,2
T00052,C2307,Other,1.4708092266600383,Kolkata,Books,3,-0.6505454734541388,2023-06-01,UPI,-0.45171413525593107,6,3,60+,2
T00053,C4814,Other,1.4708092266600383,Ahmedabad,Groceries,1,-0.06126917220980964,2023-02-26,Wallet,-0.8586473006798239,2,6,60+,2
T00054,C2654,Male,1.0754481156004876,Mumbai,Beauty,2,-1.573721431586011,2023-12-28,UPI,-1.1858068382416438,12,3,60+,1
T00055,C7227,Female,-1.7579731803262924,Kolkata,Beauty,3,0.10143616907013721,2023-03-03,Card,0.10740256639714699,3,4,18-25,0
T00056,C5554,Other,0.21883237497146119,Delhi,Furniture,4,-0.7517057508586276,2023-08-16,Cash,-0.275510847340803,8,2,41-60,2
T00057,C8428,Female,-1.2308250322468914,Bengaluru,Beauty,2,-0.6661085930548294,2023-08-10,Wallet,-0.735918642430481,8,3,26-40,0
T00058,C6977,Other,0.9436610785806374,Mumbai,Books,1,0.5888447783826736,2023-09-10,Cash,-0.6975221050639008,9,6,41-60,2
T00059,C3664,Male,-1.033144476717116,Chennai,Electronics,5,-0.6073931872885877,2023-05-15,Card,0.15474076315046498,5,0,26-40,1
T00060,C7065,Male,0.745980523050862,Pune,Groceries,3,-1.2935852787735809,2023-02-14,Card,-0.9298299224644428,2,1,41-60,1
T00061,C6820,Other,1.6025962636798885,Delhi,Sports,2,-0.8641846606999821,2023-03-12,Cash,-0.8341015690299554,3,6,60+,2
T00062,C4432,Male,-1.7579731803262924,Jaipur,Beauty,1,-1.2780221591728904,2023-05-23,Card,-1.1602091466639237,5,1,18-25,1
T00063,C5374,Female,-0.8354639211873407,Ahmedabad,Sports,1,0.7756022135909604,2023-12-09,Cash,-0.6512358682384343,12,5,26-40,0
T00064,C2169,Female,-0.7036768841674904,Bengaluru,Electronics,3,-0.2742009449283488,2023-03-01,Card,-0.17189279444742916,3,2,26-40,0
T00065,C3803,Male,0.745980523050862,Hyderabad,Books,4,0.9411372129801238,2023-07-01,Card,1.4027158908916408,7,5,41-60,1
T00066,C9751,Female,1.6025962636798885,Chennai,Groceries,1,0.6369489662393536,2023-02-10,Wallet,-0.6855998925482504,2,4,60+,0
T00067,C5010,Other,-0.505996328637715,Pune,Fashion,3,-1.1146094033656395,2023-04-24,UPI,-0.7967569915912267,4,0,26-40,2
T00068,C3677,Other,1.207235152620338,Mumbai,Sports,2,1.3570969550349443,2023-02-08,Cash,0.2669498221212928,2,2,60+,2
T00069,C8573,Other,1.207235152620338,Delhi,Electronics,4,-0.9002628015924921,2023-06-17,Wallet,-0.42278523724001454,6,5,60+,2
T00070,C7216,Female,0.9436610785806374,Hyderabad,Fashion,3,-1.627484935661124,2023-03-22,Wallet,-1.1780924654373994,3,2,41-60,0
T00071,C5422,Other,-0.6377833656575653,Pune,Groceries,3,-1.11814647600216,2023-09-17,UPI,-0.7993868914108554,9,6,26-40,2
T00072,C4598,Male,0.021151819441685826,Ahmedabad,Furniture,4,0.49405123172392196,2023-06-21,Card,0.9594901079568708,6,2,41-60,1
T00073,C6313,Other,-0.17652873608808953,Hyderabad,Beauty,1,0.5294219580891278,2023-05-22,Wallet,-0.7122495440538219,5,0,41-60,2
T00074,C1916,Female,-0.30831577310793973,Mumbai,Fashion,1,-1.5758436751679235,2023-08-21,Wallet,-1.2340216682681713,8,0,26-40,0
T00075,C4752,Female,0.15293885646153607,Hyderabad,Groceries,2,-1.05801624118131,2023-11-19,Card,-0.9301805757737266,11,6,41-60,0
T00076,C1525,Other,-0.7036768841674904,Ahmedabad,Fashion,2,-1.6168737177515622,2023-09-20,Wallet,-1.2071966901079578,9,2,26-40,2
T00077,C6168,Male,-0.9013574396972658,Delhi,Electronics,5,-1.4421423295074454,2023-12-11,UPI,-0.8796864992368542,12,0,26-40,1
T00078,C7572,Male,0.15293885646153607,Jaipur,Groceries,5,-0.929974211739265,2023-02-07,Wallet,-0.24500400943310918,2,1,41-60,1
T00079,C5386,Male,-0.505996328637715,Hyderabad,Groceries,2,-0.25651558174574585,2023-12-28,Cash,-0.5328903763551394,12,3,26-40,1
T00080,C2084,Female,1.0754481156004876,Ahmedabad,Furniture,4,-1.2115251936063034,2023-12-19,UPI,-0.7313601494097911,12,1,60+,0
T00081,C4456,Male,0.4165129305012365,Pune,Beauty,5,-0.14474408643169542,2023-06-11,UPI,0.7280589238295384,6,6,41-60,1
T00082,C6155,Female,1.6684897821898137,Chennai,Groceries,5,-0.8691365623911109,2023-01-20,UPI,-0.16961354793708422,1,4,60+,0
T00083,C4483,Other,0.8118740415607872,Kolkata,Electronics,4,-1.6175811322788665,2023-08-10,Card,-1.133910148467636,8,3,41-60,2
T00084,C9179,Other,-0.1106352175781644,Bengaluru,Groceries,1,-1.6416332262072064,2023-02-21,UPI,-1.2503270471498698,2,1,41-60,2
T00085,C7482,Female,0.680087004540937,Mumbai,Groceries,3,-1.0792386770004336,2023-12-28,UPI,-0.7704579933949389,12,3,41-60,0
T00086,C8517,Female,-1.3626120692667416,Jaipur,Sports,1,1.4476460145298713,2023-09-24,Wallet,-0.48467554632861176,9,6,18-25,0
T00087,C3340,Other,-1.7579731803262924,Jaipur,Beauty,3,0.2655563394046923,2023-06-12,Wallet,0.22942991802792226,6,0,18-25,2
T00088,C5339,Other,0.3506194119913114,Delhi,Electronics,4,-1.2030362192786541,2023-04-08,Cash,-0.722944469986979,4,5,41-60,2
T00089,C3287,Female,1.0095545970905626,Chennai,Sports,5,-0.5232108585393979,2023-10-13,UPI,0.25906012266240647,10,4,41-60,0
T00090,C5040,Other,-0.24242225459801464,Ahmedabad,Fashion,4,-0.8889441691556262,2023-12-05,UPI,-0.41156433134293174,12,1,41-60,2
T00091,C9830,Other,0.5482999675210868,Chennai,Books,1,1.08827943465938,2023-11-17,Cash,-0.5737414868867063,11,4,41-60,2
T00092,C5304,Male,0.9436610785806374,Hyderabad,Beauty,4,1.5657842405896587,2023-01-19,UPI,2.021969635086897,1,3,41-60,1
T00093,C8019,Male,0.745980523050862,Kolkata,Fashion,1,0.8788847345773615,2023-11-21,Wallet,-0.6256381766607142,11,1,41-60,1
T00094,C7543,Other,0.745980523050862,Mumbai,Books,4,-0.7502909218040194,2023-11-18,Cash,-0.27410823410366764,11,5,41-60,2
T00095,C6930,Other,-0.5718898471476402,Hyderabad,Electronics,2,0.08587304946944664,2023-01-05,Card,-0.3631741746617622,1,3,26-40,2
T00096,C4593,Male,-0.505996328637715,Delhi,Sports,1,0.22664854040296586,2023-05-06,Cash,-0.7872893522405631,5,5,26-40,1
T00097,C3266,Other,1.0754481156004876,Hyderabad,Books,3,1.0797904603317305,2023-03-12,Card,0.8348328565064668,3,6,60+,2
T00098,C9348,Female,-1.3626120692667416,Pune,Fashion,5,-0.8005173532426116,2023-10-28,Wallet,-0.08458012043575376,10,5,18-25,0
T00099,C9085,Other,0.21883237497146119,Kolkata,Sports,5,-0.2826899192559982,2023-07-12,Cash,0.5571154355536679,7,2,41-60,2
T00100,C2489,Other,-1.4943991062865918,Mumbai,Groceries,1,-1.3721082913043379,2023-04-23,Cash,-1.1835275917312988,4,6,18-25,2
T00101,C1771,Female,-0.37420929161786487,Bengaluru,Books,2,1.4540127452756084,2023-12-11,UPI,0.3149893254931785,12,0,26-40,0
T00102,C2796,Male,-0.6377833656575653,Chennai,Groceries,5,-0.14545150095899953,2023-04-11,Card,0.7271822905563289,4,1,26-40,1
T00103,C3504,Other,0.8777675600707123,Lucknow,Books,2,1.4547201598029125,2023-05-16,UPI,0.31533997880246234,5,1,41-60,2
T00104,C3621,Male,-0.44010281012778996,Delhi,Books,3,-0.9823228867597696,2023-08-29,UPI,-0.6983987383371104,8,1,26-40,1
T00105,C7916,Male,-0.6377833656575653,Pune,Beauty,5,-1.573014017058707,2023-03-19,Wallet,-1.0418636547806288,3,6,26-40,1
T00106,C2040,Other,-0.7036768841674904,Hyderabad,Books,4,-1.4378978423436208,2023-09-06,Wallet,-0.9557782673514468,9,2,26-40,2
T00107,C7304,Other,0.9436610785806374,Mumbai,Groceries,4,-1.099753698292253,2023-04-06,Cash,-0.6205537036760986,4,3,41-60,2
T00108,C7252,Male,1.207235152620338,Mumbai,Groceries,1,1.4603794760213453,2023-09-12,Card,-0.48151966654505723,9,1,60+,1
T00109,C8668,Other,0.9436610785806374,Lucknow,Beauty,5,0.023620571066684366,2023-05-25,Wallet,0.9366976428534214,5,3,41-60,2
T00110,C9669,Other,-0.505996328637715,Ahmedabad,Beauty,2,-1.1011685273468612,2023-03-09,Card,-0.9515704276400407,3,3,26-40,2
T00111,C5119,Male,-0.9672509582071909,Lucknow,Beauty,2,1.2686701391219297,2023-04-12,Card,0.22311815846081318,4,2,26-40,1
T00112,C1188,Male,-1.1649315137369662,Bengaluru,Groceries,3,0.7112274916062858,2023-11-22,Card,0.5607972953011482,11,2,26-40,1
T00113,C2876,Female,0.4165129305012365,Kolkata,Electronics,5,-0.8740884640822397,2023-02-15,Cash,-0.17574998084955137,2,2,41-60,0
T00114,C9797,Other,1.4049157081501134,Delhi,Sports,2,-1.6890299995365823,2023-09-22,Card,-1.2429633276549092,9,4,60+,2
T00115,C5371,Female,-0.7695704026774156,Hyderabad,Sports,2,-0.39587624362465684,2023-04-20,UPI,-0.6019690782840552,4,3,26-40,0
T00116,C6573,Male,-1.560292624796517,Bengaluru,Groceries,5,-1.5567434829307123,2023-01-02,Card,-1.0217010894968082,1,0,18-25,1
T00117,C2827,Other,1.6025962636798885,Ahmedabad,Books,4,-0.38243536760587865,2023-08-11,Cash,0.09057120755152281,8,4,60+,2
T00118,C5808,Male,1.6025962636798885,Delhi,Fashion,5,0.7798467007547851,2023-02-04,UPI,1.873818611914476,2,5,60+,1
T00119,C8123,Other,1.6025962636798885,Lucknow,Electronics,4,0.5379109324167772,2023-09-09,Card,1.0029711183080667,9,5,60+,2
T00120,C3591,Other,0.745980523050862,Kolkata,Fashion,1,-0.8415473958262504,2023-10-13,Card,-1.05203260074986,10,4,41-60,2
T00121,C8433,Female,-0.1106352175781644,Mumbai,Sports,1,0.35186091173579453,2023-11-09,UPI,-0.7562565343689435,11,3,41-60,0
T00122,C1053,Male,1.0095545970905626,Mumbai,Groceries,4,-0.033680005644949086,2023-04-17,Card,0.43631537050538605,4,0,41-60,1
T00123,C5315,Other,-0.44010281012778996,Kolkata,Groceries,5,-0.38667985476970335,2023-12-30,Cash,0.42825034439185783,12,5,26-40,2
T00124,C9201,Female,1.0754481156004876,Bengaluru,Books,3,0.5336664452529525,2023-04-02,Card,0.42877632435578356,4,6,60+,0
T00125,C3927,Male,-1.2308250322468914,Jaipur,Furniture,2,-1.0445753651625318,2023-01-20,Card,-0.9235181628973337,1,4,26-40,1
T00126,C9317,Female,1.273128671130263,Delhi,Furniture,1,1.1540689856986628,2023-08-03,Card,-0.557436108005008,8,3,60+,0
T00127,C2743,Male,-1.6920796618163672,Bengaluru,Groceries,1,-0.7127979518569011,2023-12-19,Wallet,-1.020123149605031,12,1,18-25,1
T00128,C5889,Other,0.9436610785806374,Ahmedabad,Fashion,4,-1.057308826654006,2023-05-15,Card,-0.5784753065620382,5,0,41-60,2
T00129,C9317,Female,0.28472589348138627,Hyderabad,Electronics,3,-0.39446141457004863,2023-11-11,UPI,-0.2613093883148076,11,5,41-60,0
T00130,C4258,Female,-0.5718898471476402,Kolkata,Fashion,5,-1.10612042903799,2023-07-14,Cash,-0.4632856944622977,7,4,26-40,0
T00131,C3504,Other,-0.7036768841674904,Jaipur,Fashion,3,-0.06268400126441787,2023-11-20,Wallet,-0.014624785233628286,11,0,26-40,2
T00132,C7126,Male,-0.044741699068239285,Kolkata,Sports,4,0.3752055911368304,2023-10-26,UPI,0.8416705960375016,10,3,41-60,1
T00133,C3646,Other,-0.1106352175781644,Ahmedabad,Fashion,3,-1.2539700652445505,2023-05-01,Wallet,-0.9003750444846005,5,0,41-60,2
T00134,C9837,Female,-0.17652873608808953,Hyderabad,Books,2,0.23796717283983174,2023-11-23,Wallet,-0.2877837131657373,11,3,41-60,0
T00135,C9689,Other,1.3390221896401882,Mumbai,Fashion,5,-1.0099120533246302,2023-06-28,Wallet,-0.3440635693057931,6,2,60+,2
T00136,C1009,Female,-1.626186143306442,Pune,Books,5,0.39359836884673743,2023-09-05,Wallet,1.3951768447420383,9,1,18-25,0
T00137,C6310,Other,0.680087004540937,Kolkata,Sports,3,-1.2044510483332622,2023-09-29,UPI,-0.8635564470097976,9,4,41-60,2
T00138,C9005,Male,1.207235152620338,Bengaluru,Sports,1,-1.4442645730893577,2023-12-03,Card,-1.2014109105047746,12,6,60+,1
T00139,C1319,Female,0.6141934860310119,Chennai,Beauty,2,-0.8203249600071268,2023-04-03,UPI,-0.8123610638543575,4,0,41-60,0
T00140,C2832,Female,1.6684897821898137,Mumbai,Books,5,-0.6639863494729171,2023-06-03,Cash,0.08461010129369757,6,5,60+,0
T00141,C6947,Male,-0.9672509582071909,Ahmedabad,Sports,5,0.7883356750824345,2023-04-29,Cash,1.884338211192991,4,5,26-40,1
T00142,C6038,Other,-0.37420929161786487,Ahmedabad,Books,1,1.3783193908540678,2023-05-30,UPI,-0.5018575584835198,5,1,26-40,2
T00143,C4923,Male,1.273128671130263,Jaipur,Sports,3,0.24504131811287289,2023-12-09,UPI,0.21417649907407535,12,5,60+,1
T00144,C1949,Other,1.207235152620338,Chennai,Beauty,1,-0.644886157235706,2023-09-06,Card,-1.0032917907594066,9,2,60+,2
T00145,C4946,Male,-0.8354639211873407,Jaipur,Sports,4,0.7685280683179193,2023-09-08,Cash,1.2315970759611283,9,4,26-40,1
T00146,C2290,Male,1.0754481156004876,Ahmedabad,Beauty,1,-0.8252768616982556,2023-11-19,Cash,-1.048000087693096,11,6,60+,1
T00147,C2403,Female,0.48240644901116164,Hyderabad,Books,2,0.05191715215884903,2023-07-20,Wallet,-0.3800055335073864,7,3,41-60,0
T00148,C8962,Female,0.8777675600707123,Lucknow,Books,5,-0.03226517659034085,2023-11-03,Card,0.8674436142698636,11,4,41-60,0
T00149,C2133,Other,1.5367027451699635,Bengaluru,Electronics,3,0.3228569161163257,2023-07-02,Card,0.27203429510590843,7,6,60+,2
T00150,C9727,Male,0.21883237497146119,Jaipur,Furniture,4,-1.093386967546516,2023-10-06,Wallet,-0.6142419441089895,10,4,41-60,1
T00151,C3060,Other,1.0095545970905626,Kolkata,Furniture,2,-0.12493647966718015,2023-09-04,Card,-0.4676688608283457,9,0,41-60,2
T00152,C3103,Male,-0.30831577310793973,Kolkata,Electronics,5,1.197221271864214,2023-06-01,Card,2.3910322431081354,6,3,26-40,1
T00153,C8787,Male,0.3506194119913114,Ahmedabad,Electronics,5,0.44311738575802556,2023-02-19,Wallet,1.45654117386671,2,6,41-60,1
T00154,C3705,Female,-0.505996328637715,Chennai,Books,3,-0.1574775479231695,2023-04-23,Card,-0.08510610039967952,4,6,26-40,0
T00155,C5342,Male,-1.099037995227041,Lucknow,Fashion,3,-1.2532626507172464,2023-02-27,Wallet,-0.8998490645206747,2,0,26-40,1
T00156,C9645,Female,1.0095545970905626,Jaipur,Electronics,3,-1.6833706833181492,2023-05-28,Wallet,-1.2196448825875341,5,6,41-60,0
T00157,C7932,Female,0.5482999675210868,Bengaluru,Furniture,4,-0.8344732505532092,2023-08-03,Card,-0.3575637217132209,8,3,41-60,0
T00158,C4470,Male,-1.033144476717116,Delhi,Groceries,3,-0.8464992975173792,2023-08-17,Card,-0.5974105852633653,8,3,26-40,1
T00159,C9835,Male,-0.5718898471476402,Jaipur,Groceries,2,0.1601515748363789,2023-06-16,UPI,-0.32635557718695934,6,4,26-40,1
T00160,C4295,Other,-1.3626120692667416,Bengaluru,Beauty,3,-0.839425152244338,2023-05-07,Cash,-0.5921507856241078,5,6,18-25,2
T00161,C6107,Other,0.21883237497146119,Ahmedabad,Groceries,3,0.5676223425635502,2023-12-06,Card,0.45402336262421983,12,2,41-60,2
T00162,C7537,Other,-1.2308250322468914,Chennai,Fashion,2,0.8930330251234438,2023-08-06,UPI,0.03692125123109575,8,6,26-40,2
T00163,C7118,Female,1.3390221896401882,Chennai,Books,4,1.0769608022225141,2023-03-01,Card,1.5373667616566344,3,2,60+,0
T00164,C8177,Female,-0.7036768841674904,Jaipur,Furniture,5,-1.3056113257377508,2023-04-01,Wallet,-0.7104962775074027,4,5,26-40,0
T00165,C9479,Female,1.273128671130263,Kolkata,Sports,3,-1.039623463471403,2023-08-26,Cash,-0.7410031154150966,8,5,60+,0
T00166,C8397,Female,1.6025962636798885,Ahmedabad,Sports,1,1.6527962274480652,2023-06-13,Card,-0.4338308164824554,6,1,60+,0
T00167,C2982,Female,0.5482999675210868,Mumbai,Books,2,0.7812615298093933,2023-12-05,Card,-0.018481971635750494,12,1,41-60,0
T00168,C5061,Female,1.4049157081501134,Jaipur,Groceries,1,-0.08178419350162902,2023-02-28,Wallet,-0.8637317736644395,2,1,60+,0
T00169,C4681,Male,-1.033144476717116,Pune,Fashion,5,-0.8571105154269409,2023-06-27,Card,-0.15471078229252117,6,1,26-40,1
T00170,C2049,Other,1.0754481156004876,Bengaluru,Beauty,4,-1.171909980077273,2023-12-23,UPI,-0.6920869787700014,12,5,60+,2
T00171,C6539,Other,-0.37420929161786487,Mumbai,Groceries,1,0.17642210896437358,2023-07-23,UPI,-0.7997375447201392,7,6,26-40,2
T00172,C1344,Other,0.9436610785806374,Lucknow,Electronics,1,-0.9568559637768214,2023-12-27,Cash,-1.0806108454564927,12,2,41-60,2
T00173,C4770,Male,-1.4285055877766668,Kolkata,Beauty,2,-0.6420564991264894,2023-03-07,Cash,-0.7239964299148305,3,1,18-25,1
T00174,C4608,Other,-0.8354639211873407,Lucknow,Books,4,0.5357886888348649,2023-09-05,UPI,1.0008671984523636,9,1,26-40,2
T00175,C1117,Female,-0.30831577310793973,Hyderabad,Electronics,5,0.34761642457196984,2023-09-08,Cash,1.3381956819834149,9,4,26-40,0
T00176,C2163,Male,-0.8354639211873407,Kolkata,Fashion,4,0.15449225861794597,2023-11-04,Wallet,0.6228629310443874,11,5,26-40,1
T00177,C1964,Male,1.3390221896401882,Delhi,Fashion,4,1.1682172762447451,2023-07-30,Card,1.6278353154518643,7,6,60+,1
T00178,C4750,Other,-0.505996328637715,Jaipur,Books,5,0.760746508517574,2023-12-18,Wallet,1.850149513537817,12,0,26-40,2
T00179,C2104,Female,-0.044741699068239285,Pune,Beauty,1,1.0932313363505088,2023-05-01,UPI,-0.572514200304213,5,0,41-60,0
T00180,C1514,Other,1.5367027451699635,Hyderabad,Fashion,1,0.7034459318059405,2023-01-15,Cash,-0.66911918701191,1,6,60+,2
T00181,C6413,Male,-0.37420929161786487,Jaipur,Beauty,5,0.2365523437852235,2023-05-29,Wallet,1.2005642580895088,5,0,26-40,1
T00182,C2160,Other,-0.24242225459801464,Ahmedabad,Fashion,1,-0.8946034853740591,2023-05-18,Card,-1.065182099848004,5,3,41-60,2
T00183,C9423,Male,-0.7036768841674904,Jaipur,Groceries,4,-0.2706638722918282,2023-09-17,Cash,0.20137765328521529,9,6,26-40,1
T00184,C4899,Male,0.680087004540937,Bengaluru,Fashion,1,0.5251774709253031,2023-04-21,UPI,-0.7133015039816735,4,4,41-60,1
T00185,C5562,Male,-0.5718898471476402,Lucknow,Fashion,3,0.730327683843497,2023-07-29,UPI,0.5749987543271436,7,5,26-40,1
T00186,C8953,Female,0.15293885646153607,Chennai,Fashion,4,1.487968642586206,2023-02-01,Cash,1.944825907044453,2,2,41-60,0
T00187,C4510,Female,-1.2967185507568164,Kolkata,Electronics,5,1.185195224900044,2023-10-15,Wallet,2.3761294774635724,10,6,18-25,0
T00188,C9834,Other,0.21883237497146119,Pune,Furniture,3,1.4264235787107478,2023-06-15,UPI,1.0925630388300869,6,3,41-60,2
T00189,C3167,Other,-1.560292624796517,Kolkata,Beauty,4,1.397419583091279,2023-05-14,Cash,1.8550586598677907,5,6,18-25,2
T00190,C8744,Other,0.8777675600707123,Delhi,Books,2,1.1590208873897916,2023-12-12,Wallet,0.16876689552181845,12,1,41-60,2
